study_name,trait_name,category
ebi-a-GCST004452,"Interleukin-5 levels",clinical measures
ebi-a-GCST004453,"Interleukin-4 levels",clinical measures
ebi-a-GCST004454,"Interleukin-2 receptor antagonist levels",clinical measures
ebi-a-GCST004455,"Interleukin-2 levels",clinical measures
ebi-a-GCST004456,"Interferon gamma levels",clinical measures
ebi-a-GCST004457,"Growth-regulated protein alpha levels",clinical measures
ebi-a-GCST004458,"Granulocyte-colony stimulating factor levels",clinical measures
ebi-a-GCST004459,"Fibroblast growth factor basic levels",clinical measures
ebi-a-GCST004460,"Eotaxin levels",clinical measures
ebi-a-GCST004940,"Alanine transaminase levels",clinical measures
ebi-a-GCST004941,"Dehydroepiandrosterone sulphate levels",clinical measures
ebi-a-GCST005059,"Serum albumin level",clinical measures
ebi-a-GCST005062,"Fibrinogen levels",clinical measures
ebi-a-GCST005063,"Glomerular filtration rate",clinical measures
ebi-a-GCST005070,"Urea levels",clinical measures
ebi-a-GCST005072,"Ferritin levels",clinical measures
ebi-a-GCST005074,"Testosterone levels",clinical measures
ebi-a-GCST005178,"Modified Stumvoll Insulin Sensitivity Index",clinical measures
ebi-a-GCST005362,"Attention deficit hyperactivity disorder",health trait / disease outcome
ebi-a-GCST005845,"Heart rate increase in response to exercise",physiological
ebi-a-GCST005846,"Heart rate response to recovery post exercise (10 sec)",physiological
ebi-a-GCST005847,"Heart rate response to recovery post exercise (20 sec)",physiological
ebi-a-GCST005848,"Heart rate response to recovery post exercise (50 sec)",physiological
ebi-a-GCST005849,"Heart rate response to recovery post exercise (40 sec)",physiological
ebi-a-GCST005850,"Heart rate response to recovery post exercise (30 sec)",physiological
ebi-a-GCST005920,"Paternal history of Alzheimer's disease",health trait / disease outcome
ebi-a-GCST005923,"Maternal history of Alzheimer's disease",health trait / disease outcome
ebi-a-GCST006250,"Intelligence",physiological
ebi-a-GCST006407,"Philtrum width",anthropometric
ebi-a-GCST006478,"Worry",social / behavioural
ebi-a-GCST90013995,"Peak expiratory flow (UKB data field 3064)",physiological
ebi-a-GCST90013996,"Aspartate aminotransferase levels (UKB data field 30650)",clinical measures
ebi-a-GCST90013997,"Direct bilirubin levels (UKB data field 30660)",clinical measures
ebi-a-GCST90013998,"Urea levels (UKB data field 30670)",clinical measures
ebi-a-GCST90013999,"Calcium levels (UKB data field 30680)",clinical measures
ebi-a-GCST90014000,"Cholesterol levels (UKB data field 30690)",clinical measures
ebi-a-GCST90014001,"Creatinine levels (UKB data field 30700)",clinical measures
ebi-a-GCST90014002,"C reactive protein levels (UKB data field 30710)",clinical measures
ebi-a-GCST90014003,"Cystatin C levels (UKB data field 30720)",clinical measures
ebi-a-GCST90014004,"Gamma glutamyltransferase levels (UKB data field 30730)",clinical measures
ebi-a-GCST90014005,"Glucose levels (UKB data field 30740)",clinical measures
ebi-a-GCST90014006,"Glycated haemoglobin HbA1c levels (UKB data field 30750)",clinical measures
ebi-a-GCST90014007,"High density lipoprotein cholesterol levels (UKB data field 30760)",clinical measures
ebi-a-GCST90014008,"IGF 1 (UKB data field 30770)",clinical measures
ebi-a-GCST90014010,"Phosphate levels (UKB data field 30810)",clinical measures
ebi-a-GCST90014011,"Sex hormone binding globulin levels (UKB data field 30830)",clinical measures
ebi-a-GCST90014013,"Testosterone levels (UKB data field 30850)",clinical measures
ebi-a-GCST90014014,"Triglyceride levels (UKB data field 30870)",clinical measures
ebi-a-GCST90014015,"Urate levels (UKB data field 30880)",clinical measures
ebi-a-GCST90014016,"Vitamin D levels (UKB data field 30890)",clinical measures
ebi-a-GCST90014017,"Diastolic blood pressure automated reading (UKB data field 4079)",clinical measures
ebi-a-GCST90014018,"Systolic blood pressure automated reading (UKB data field 4080)",clinical measures
ebi-a-GCST90014019,"Hand grip strength left (UKB data field 46)",physiological
ebi-a-GCST90014020,"Waist circumference (UKB data field 48)",anthropometric
ebi-a-GCST90014021,"Hip circumference (UKB data field 49)",anthropometric
ebi-a-GCST90014022,"Bone mineral density",clinical measures
ebi-a-GCST90014054,"Shoulder impingement",health trait / disease outcome
ebi-a-GCST90014122,"Lacunar stroke",health trait / disease outcome
ebi-a-GCST90019016,"Psoriasis",health trait / disease outcome
ebi-a-GCST90020165,"Executive function (trail making test B) x time interaction",physiological
ebi-a-GCST90020166,"Executive function (trail making test B)",physiological
ebi-a-GCST90020167,"Executive function (verbal digit span backwards test) x time interaction",physiological
ebi-a-GCST90020168,"Executive function (verbal digit span backwards test)",physiological
ebi-a-GCST90020190,"Total cerebellar volume (excluding Crus I vermis)",physiological
ebi-a-GCST90020191,"Anterior lobe of cerebellar volume (including I to V lobules)",physiological
ebi-a-GCST90020192,"Superior Posterior lobe of cerebellar volume (including VI to Crus I hemispheric lobules)",physiological
ebi-a-GCST90020193,"Superior Posterior lobe of cerebellar volume (including VI to Crus I vermal lobules, excluding Crus I vermis)",physiological
ebi-a-GCST90020194,"Inferior Posterior lobe of cerebellar volume (including Crus II to IX hemispheric lobules)",physiological
ebi-a-GCST90020195,"Inferior Posterior lobe of cerebellar volume (including Crus II to IX vermal lobules)",physiological
ebi-a-GCST90020196,"Flocculonodular lobe of cerebellar volume (including X hemispheric lobules)",physiological
ebi-a-GCST90020197,"Flocculonodular lobe of cerebellar volume (including X vermal lobules)",physiological
ebi-a-GCST90026372,"Mitochondrial DNA copy number",physiological
ebi-a-GCST90027163,"Amyotrophic lateral sclerosis",health trait / disease outcome
ebi-a-GCST90027266,"Thoracic aortic aneurysms",health trait / disease outcome
ebi-a-GCST90029070,"C-reactive protein levels",clinical measures
ebi-a-GCST90044700,"Rotator cuff injury",health trait / disease outcome
ebi-a-GCST90044902,"Polycystic ovary syndrome (adjusted for age)",health trait / disease outcome
ebi-a-GCST90061440,"Primary biliary cholangitis",health trait / disease outcome
ebi-a-GCST90085705,"ACE plasma levels",clinical measures
ebi-a-GCST90085706,"AGP 1 plasma levels",clinical measures
ebi-a-GCST90085707,"Angiogenin plasma levels",clinical measures
ebi-a-GCST90085708,"ANGPTL4 plasma levels",clinical measures
ebi-a-GCST90085709,"Apo C_I plasma levels",clinical measures
ebi-a-GCST90085710,"Apo E plasma levels",clinical measures
ebi-a-GCST90085711,"Apo H plasma levels",clinical measures
ebi-a-GCST90085712,"CA 15 3 plasma levels",clinical measures
ebi-a-GCST90085713,"Cathepsin D plasma levels",clinical measures
ebi-a-GCST90085714,"CD40 plasma levels",clinical measures
ebi-a-GCST90085715,"CD5L plasma levels",clinical measures
ebi-a-GCST90085716,"CEACAM1 plasma levels",clinical measures
ebi-a-GCST90085717,"CEACAM6 plasma levels",clinical measures
ebi-a-GCST90085718,"CFH plasma levels",clinical measures
ebi-a-GCST90085719,"CFHR1 plasma levels",clinical measures
ebi-a-GCST90085720,"cFib plasma levels",clinical measures
ebi-a-GCST90085721,"CTSB plasma levels",clinical measures
ebi-a-GCST90085722,"Cystatin B plasma levels",clinical measures
ebi-a-GCST90085723,"Cystatin C plasma levels",clinical measures
ebi-a-GCST90085724,"DBH plasma levels",clinical measures
ebi-a-GCST90085725,"DKK 1 plasma levels",clinical measures
ebi-a-GCST90085726,"E Cad plasma levels",clinical measures
ebi-a-GCST90085727,"E Selectin plasma levels",clinical measures
ebi-a-GCST90085728,"EGF plasma levels",clinical measures
ebi-a-GCST90085729,"ENA 78 plasma levels",clinical measures
ebi-a-GCST90085730,"Endostatin plasma levels",clinical measures
ebi-a-GCST90085731,"Eotaxin 2 plasma levels",clinical measures
ebi-a-GCST90085732,"ErbB3 plasma levels",clinical measures
ebi-a-GCST90085733,"FAS plasma levels",clinical measures
ebi-a-GCST90085734,"Fetuin A plasma levels",clinical measures
ebi-a-GCST90085735,"Ficolin 3 plasma levels",clinical measures
ebi-a-GCST90085736,"Galectin 3 plasma levels",clinical measures
ebi-a-GCST90085737,"GDF 15 plasma levels",clinical measures
ebi-a-GCST90085738,"Haptoglobin plasma levels",clinical measures
ebi-a-GCST90085739,"HCC 4 plasma levels",clinical measures
ebi-a-GCST90085740,"IGFBP 2 plasma levels",clinical measures
ebi-a-GCST90085741,"IGFBP 3 plasma levels",clinical measures
ebi-a-GCST90085742,"IL 18 plasma levels",clinical measures
ebi-a-GCST90085743,"IL 1RI plasma levels",clinical measures
ebi-a-GCST90085744,"IL 1RII plasma levels",clinical measures
ebi-a-GCST90085745,"IL 2 receptor_alpha plasma levels",clinical measures
ebi-a-GCST90085746,"IL 6r plasma levels",clinical measures
ebi-a-GCST90085747,"Kallikrein 5 plasma levels",clinical measures
ebi-a-GCST90085748,"KLK 7 plasma levels",clinical measures
ebi-a-GCST90085749,"Lp a plasma levels",clinical measures
ebi-a-GCST90085750,"LRG1 plasma levels",clinical measures
ebi-a-GCST90085751,"MCP 2 plasma levels",clinical measures
ebi-a-GCST90085752,"MCP 4 plasma levels",clinical measures
ebi-a-GCST90085753,"MIF plasma levels",clinical measures
ebi-a-GCST90085754,"MIP 1_beta plasma levels",clinical measures
ebi-a-GCST90085755,"MMP 1 plasma levels",clinical measures
ebi-a-GCST90085756,"MMP 10 plasma levels",clinical measures
ukb-b-11532,"Average 16-hour sound level of noise pollution",social / behavioural
ukb-b-11535,"Mineral and other dietary supplements: Glucosamine",operation / treatment
ukb-b-11542,"Manic/hyper symptoms: I was more active than usual",health trait / disease outcome
ukb-b-11550,"Non-cancer illness code, self-reported: atrial fibrillation",health trait / disease outcome
ukb-b-11553,"Operative procedures - main OPCS: F09.5 Surgical removal of retained root of tooth",operation / treatment
ukb-b-11566,"Treatment/medication code: calcichew d3 tablet",operation / treatment
ukb-b-11567,"Operative procedures - main OPCS: D02.1 Excision of lesion of external ear",operation / treatment
ukb-b-11572,"Diagnoses - main ICD10: N92.0 Excessive and frequent menstruation with regular cycle",health trait / disease outcome
ukb-b-11578,"Chest pain or discomfort walking normally",health trait / disease outcome
ukb-b-11582,"Diagnoses - main ICD10: K62.5 Haemorrhage of anus and rectum",health trait / disease outcome
ukb-b-11588,"Manic/hyper symptoms: I needed less sleep than usual",health trait / disease outcome
ukb-b-11590,"Vascular/heart problems diagnosed by doctor: Heart attack",health trait / disease outcome
ukb-b-11598,"Pulse wave reflection index",clinical measures
ukb-b-11601,"Diagnoses - main ICD10: N40 Hyperplasia of prostate",health trait / disease outcome
ukb-b-11605,"Medication for pain relief, constipation, heartburn: Omeprazole (e.g. Zanprol)",operation / treatment
ukb-b-11615,"Qualifications: A levels/AS levels or equivalent",social / behavioural
ukb-b-11618,"Operative procedures - secondary OPCS: Q55.3 Papanicolau smear NEC",operation / treatment
ukb-b-11632,"Treatment/medication code: atenolol",operation / treatment
ukb-b-11639,"Diagnoses - secondary ICD10: Z96.1 Presence of intraocular lens",health trait / disease outcome
ukb-b-11650,"Corneal hysteresis (left)",clinical measures
ukb-b-1166,"Treatment/medication code: dihydrocodeine",operation / treatment
ukb-b-11664,"Diagnoses - secondary ICD10: R00.1 Bradycardia, unspecified",health trait / disease outcome
ukb-b-11666,"Operative procedures - main OPCS: Q07.4 Total abdominal hysterectomy NEC",operation / treatment
ukb-b-11670,"Treatment/medication code: tramadol",operation / treatment
ukb-b-11675,"Diagnoses - secondary ICD10: K66.0 Peritoneal adhesions",health trait / disease outcome
ukb-b-11679,"Type of special diet followed: Vegetarian",social / behavioural
ukb-b-11680,"Diagnoses - main ICD10: T84.8 Other complications of internal orthopaedic prosthetic devices, implants and grafts",health trait / disease outcome
ukb-b-11689,"Treatment/medication code: salbutamol 100micrograms spacehaler",operation / treatment
ukb-b-11709,"Diagnoses - secondary ICD10: Z85.4 Personal history of malignant neoplasm of genital organs",health trait / disease outcome
ukb-b-11736,"Non-cancer illness code, self-reported: meniere's disease",health trait / disease outcome
ukb-b-11740,"Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication",operation / treatment
ukb-b-11748,"Diagnoses - main ICD10: I47.1 Supraventricular tachycardia",health trait / disease outcome
ukb-b-11751,"Non-cancer illness code, self-reported: peritonitis",health trait / disease outcome
ukb-b-1176,"Diagnoses - secondary ICD10: F10.0 Acute intoxication",health trait / disease outcome
ukb-b-11771,"Diagnoses - main ICD10: K08.3 Retained dental root",health trait / disease outcome
ukb-b-11780,"Operative procedures - secondary OPCS: Q18.9 Unspecified diagnostic endoscopic examination of uterus",operation / treatment
ukb-b-11862,"Treatment/medication code: beconase 50micrograms nasal spray",operation / treatment
ukb-b-11866,"6mm index of best keratometry results (right)",clinical measures
ukb-b-11867,"Treatment/medication code: tamsulosin",operation / treatment
ukb-b-11874,"Diagnoses - secondary ICD10: M06.99 Rheumatoid arthritis, unspecified (Site unspecified)",health trait / disease outcome
ukb-b-11878,"Treatment/medication code: losartan",operation / treatment
ukb-b-11886,"Treatment/medication code: calcium salts",operation / treatment
ukb-b-11895,"Treatment/medication code: ramipril",operation / treatment
ukb-b-1190,"Operative procedures - main OPCS: Q01.3 Excision of lesion of cervix uteri",operation / treatment
ukb-b-11908,"Diagnoses - main ICD10: L03.1 Cellulitis of other parts of limb",health trait / disease outcome
ukb-b-11926,"Average daytime sound level of noise pollution",social / behavioural
ukb-b-11971,"Pulse wave Arterial Stiffness index",clinical measures
ukb-b-11972,"Diagnoses - secondary ICD10: R53 Malaise and fatigue",health trait / disease outcome
ukb-b-12014,"Medication for cholesterol, blood pressure or diabetes: None of the above",operation / treatment
ukb-b-12018,"Illnesses of mother: Chronic bronchitis/emphysema",health trait / disease outcome
ukb-b-1386,"Diagnoses - main ICD10: K21.9 Gastro-oesophageal reflux disease without oesophagitis",health trait / disease outcome
ukb-b-13864,"Operative procedures - secondary OPCS: Z27.6 Ileum",operation / treatment
ukb-b-13883,"Non-cancer illness code, self-reported: haemorrhoids / piles",health trait / disease outcome
ukb-b-13891,"Mineral and other dietary supplements: Zinc",operation / treatment
ukb-b-1392,"Type of cancer: ICD10: C61 Malignant neoplasm of prostate",health trait / disease outcome
ukb-b-13920,"Operative procedures - secondary OPCS: Y81.1 Epidural anaesthetic using lumbar approach",operation / treatment
ukb-b-13932,"Duration of vigorous activity",social / behavioural
ukb-b-13936,"Ever tried to stop smoking",social / behavioural
ukb-b-13952,"Illnesses of siblings: Chronic bronchitis/emphysema",health trait / disease outcome
ukb-b-13978,"Average monthly intake of other alcoholic drinks",social / behavioural
ukb-b-13979,"Non-cancer illness code, self-reported: fracture lower leg / ankle",health trait / disease outcome
ukb-b-13998,"Diagnoses - secondary ICD10: N84.0 Polyp of corpus uteri",health trait / disease outcome
ukb-b-14,"Operative procedures - main OPCS: Q17.1 Endoscopic resection of lesion of uterus",operation / treatment
ukb-b-14027,"Non-cancer illness code, self-reported: chickenpox",health trait / disease outcome
ukb-b-14037,"Treatment/medication code: glucosamine product",operation / treatment
ukb-b-14043,"Illnesses of siblings: Alzheimer's disease/dementia",health trait / disease outcome
